200 2 1
671417
3412 2656 7993
457 5729 8324
564 2017 6182
6297 9447 6115
9889 6292 6075
63 2060 6492
2524 6871 6308
2942 7699 6372
5054 7177 8140
3050 3801 5965
5653 9348 6141
3370 6517 7574
6556 2673 7981
9147 134 5825
1617 8697 6107
643 4821 7537
6213 4936 7877
8950 8274 6255
2604 7943 5322
5179 7238 8252
9585 8210 8078
4992 7830 5811
7358 5298 6629
6335 234 5215
8763 7324 7355
357 4777 8267
6298 4381 5227
9459 707 5799
4219 3163 6018
3963 6621 5900
8379 9129 5108
9981 4591 7314
7391 6509 5243
2842 4786 6822
5239 843 7594
5392 3391 6544
2875 3467 7853
8823 4764 6657
1364 8644 5947
5022 7774 7515
2397 4347 6289
1506 4000 8304
4116 7571 6717
8103 7112 7658
1225 2455 7223
9773 2397 5052
7071 6423 5324
6009 7790 6123
5660 4553 7094
1538 8109 5088
4459 6548 7836
3420 2703 6091
5278 6335 5799
5979 1294 5292
2434 9241 5298
1259 9762 6840
9919 3568 7345
2835 1483 5139
3540 7156 5595
6647 4463 7428
1708 9919 6143
6515 4844 8353
6120 7549 8004
1957 5112 7573
428 2287 6986
3936 5749 7167
6636 356 5950
8829 9287 7376
6297 5610 8164
8264 9851 7821
6022 6828 5727
3467 2389 5276
8029 7294 6495
41 1752 7530
4381 1050 8164
1292 6147 5418
9890 3288 7186
2294 5005 7168
9060 5297 7958
1789 2778 6900
3453 2848 6406
6582 4463 5483
928 8807 6108
7585 639 6350
7193 7238 8366
8417 6305 8377
7480 8562 6399
1723 3805 5652
3323 6444 5143
1575 6054 7481
6518 2938 5545
3534 8865 8363
4036 8771 5663
9232 7582 6756
377 9438 8401
4466 7118 5503
2220 1009 7349
1698 2833 5613
5202 1104 7326
6202 3180 5734
1858 2676 7028
8526 5168 6285
244 1812 5590
6494 5628 6747
491 2564 7976
653 9615 8228
4670 7633 5334
2853 8187 6424
8473 6496 7926
3734 9538 5476
1484 2625 5081
4606 3222 5706
6752 9240 5539
7441 2577 6851
5144 4179 6264
1425 3473 7226
6858 3745 6204
5482 3901 7286
9022 6895 6144
3106 4297 8053
955 3065 5985
672 9104 7177
2077 4151 5778
9693 4288 6958
3149 4601 6786
3242 7620 5210
6382 4707 6554
4324 4850 8024
8063 2478 7592
2485 3729 7074
6283 5240 5445
9417 2780 7971
6434 7025 6805
863 645 6408
6310 6205 8230
2319 623 5971
1720 3818 7296
4983 2987 8103
6378 2572 7544
7019 4774 6324
2298 278 6425
8563 8804 7061
4028 480 7544
6140 3215 6834
9883 1323 8089
9206 2264 6658
1799 9816 5852
5759 5070 7433
2110 992 5123
296 505 7495
703 6738 7465
2492 4926 6545
3520 3753 5558
5765 1764 6321
573 685 8269
2756 1412 5973
8798 8414 5076
5619 2673 7753
9726 832 6108
5775 9693 5980
9953 6647 5373
945 4057 6897
7375 8551 7502
6664 8124 5906
5673 2679 6036
2702 9864 7917
2488 3994 6541
2851 772 6746
7166 4426 5937
9137 5823 7707
6513 9895 5516
3906 5422 7768
7948 6762 7630
5275 4693 6163
8786 3692 7706
5034 4862 7873
4488 7846 7442
5580 9811 8313
5651 8479 5127
390 8865 5495
2229 1092 5433
1332 8375 7015
8221 5871 8194
4348 712 8282
1241 6989 7436
5226 4370 7789
9834 9285 6348
3652 2219 7470
9717 3336 7205
7914 1772 5827
928 4298 6517
2691 6562 6626
1375 2322 8202
3796 7969 5551
5439 1136 5127
8224 1474 7687
556 9253 5776
4821 1549 6298
7628 6599 7724
1935 3516 5922
